station_id,station_name,city,latitude,longitude,line,timestamp,hour,day_of_week,month,pm25,pm10,co2,no2,o3,noise,humidity,temperature,wind_speed,rain
27,Station-27,Paris,48.26791413936179,2.201886813374024,Metro 1,1735091200046,5,2,5,63,97,695,72,26,52,90,26,6.454918649281232,0
26,Station-26,Toulouse,48.44676674765059,2.2460014975298037,Ligne A,1747388800644,8,2,9,46,43,686,69,42,79,87,13,9.743995256302984,1
48,Station-48,Nice,48.80429103708687,2.8750111812597665,Ligne C,1758484000651,3,1,9,49,78,456,42,27,61,82,30,5.6481830220741,1
44,Station-44,Toulouse,48.986365303706904,2.8968283815409226,Ligne C,1756896400654,23,7,1,56,35,639,67,47,74,52,17,0.5658947979287288,1
35,Station-35,Nice,48.06018572446807,2.051084737152828,Metro 2,1733237200655,10,6,4,60,31,954,38,55,55,93,5,2.4750386947395886,0
41,Station-41,Lyon,48.72072677846771,2.964172579194023,Ligne C,1747482400659,23,3,4,70,92,947,35,27,52,92,21,2.084963558484334,0
6,Station-6,Nice,48.08173487528932,2.2401319333259844,Metro 1,1745354800660,12,5,6,62,38,503,74,30,74,49,33,6.339625387439193,1
37,Station-37,Marseille,48.832710324419935,2.6659823455450318,Ligne A,1737596800664,21,3,3,57,96,615,49,28,55,94,6,7.793833494256352,1
36,Station-36,Nice,48.61298594234864,2.5086048570532475,Ligne B,1752479200665,19,3,3,38,33,865,86,10,77,64,29,0.9658604879261656,0
13,Station-13,Marseille,48.16688463956899,2.2132510348140384,Ligne C,1758617200665,19,5,11,79,36,779,56,30,78,92,27,1.235176155036879,0
35,Station-35,Toulouse,48.084282594004655,2.712379569047001,Metro 1,1733773600666,21,1,10,74,49,487,15,10,53,60,7,8.300131028964458,1
18,Station-18,Toulouse,48.321605513232676,2.7369708383734506,Ligne C,1752324400669,15,3,8,54,32,940,63,35,61,68,17,3.0623421894195415,1
6,Station-6,Toulouse,48.62901885198041,2.943547204721426,Ligne A,1757735200672,20,4,1,43,79,817,17,13,79,63,10,2.817399506126309,0
33,Station-33,Toulouse,48.87180268727448,2.052764891276233,Ligne A,1735562800673,7,5,2,66,93,606,26,47,62,84,18,0.5107510411951011,0
21,Station-21,Lyon,48.831520587864134,2.2231883654659104,Ligne A,1747327600673,6,4,12,55,77,973,39,35,50,81,20,8.541307137958606,0
