station_id,station_name,city,latitude,longitude,line,timestamp,hour,day_of_week,month,pm25,pm10,co2,no2,o3,noise,humidity,temperature,wind_speed,rain
12,Station-12,Toulouse,48.919923004851576,2.040813449151448,Ligne A,1732913200594,0,7,9,63,98,709,25,40,67,87,33,7.389941549195699,1
42,Station-42,Nice,48.21351918682125,2.091147610353916,Ligne A,1735404400644,15,3,2,24,85,843,15,9,58,77,5,3.8330339290939754,1
49,Station-49,Marseille,48.21665251625279,2.2763359479267873,Ligne B,1749736000651,6,3,2,64,63,693,28,47,76,66,25,8.021857502150471,0
26,Station-26,Nice,48.6170450039507,2.219058485063548,Ligne C,1750477600652,0,3,10,45,74,543,76,59,63,76,29,1.3983567947252085,1
14,Station-14,Paris,48.74023289531682,2.584904907100577,Ligne C,1752302800653,11,3,1,54,91,899,36,10,60,77,10,0.5568345441387834,0
19,Station-19,Lyon,48.420277068580546,2.8025274484711176,Ligne B,1751186800654,2,6,6,56,86,578,28,27,65,82,16,3.9706027566942623,0
5,Station-5,Marseille,48.37874610849993,2.540633243152704,Ligne A,1736448400657,16,4,7,42,65,550,57,14,53,49,12,2.4490072971136714,1
19,Station-19,Toulouse,48.54900524304643,2.5556536027248944,Metro 2,1737996400660,8,2,3,51,80,602,46,21,71,77,32,6.155959642093603,0
35,Station-35,Nice,48.7944007308124,2.262131584135537,Ligne A,1744105600661,3,5,1,73,98,524,61,46,52,94,18,8.336492543905026,0
35,Station-35,Nice,48.48564580352376,2.569987893478402,Ligne A,1757396800676,22,5,8,73,41,698,41,5,71,91,12,9.907534546896974,1
5,Station-5,Nice,48.34165606658368,2.0760367088382914,Ligne A,1742068000676,19,4,3,40,84,756,50,28,76,68,10,1.6636937130906881,1
29,Station-29,Paris,48.69751441615204,2.7985398732765345,Ligne B,1732510000677,5,4,1,63,46,951,19,40,54,69,5,6.717977093045758,0
42,Station-42,Nice,48.86925780976372,2.833553768256761,Metro 1,1753508800678,11,6,8,74,35,849,69,33,75,70,27,9.689766270297811,1
19,Station-19,Marseille,48.41476226353412,2.229703429843253,Ligne C,1760993200679,20,7,12,60,37,592,12,38,65,61,25,7.728217704739388,1
8,Station-8,Marseille,48.46705907302028,2.896311759369077,Metro 2,1757407600679,14,6,12,46,51,498,38,22,52,95,23,1.4383457497454477,0
1,Station-1,Lyon,48.24204070065947,2.677251272064814,Ligne B,1751651200679,17,3,11,39,97,952,43,5,79,88,7,7.7708362613152335,1
33,Station-33,Toulouse,48.87828748059409,2.590530552624922,Metro 2,1736862400680,12,5,2,30,52,941,29,12,55,67,20,3.7685801520040405,0
20,Station-20,Nice,48.1299564148814,2.613694668004973,Ligne C,1739792800680,19,5,5,60,63,907,17,23,59,65,24,2.326348370930702,0
41,Station-41,Marseille,48.6496733554532,2.8914845969085334,Metro 2,1737877600681,8,2,2,27,56,421,10,34,63,55,34,2.018774379860676,0
38,Station-38,Paris,48.20425316207858,2.684525999668447,Metro 1,1746010000681,8,4,12,20,70,900,48,30,60,41,5,0.6012719623902596,0
30,Station-30,Paris,48.955363225917424,2.880274899756997,Metro 1,1752184000682,9,4,8,77,42,871,51,45,64,48,9,4.835983035619009,0
47,Station-47,Paris,48.42467174421784,2.6385614478429855,Ligne C,1750927600683,12,6,4,65,36,800,68,60,74,82,34,3.9221993097771124,0
12,Station-12,Marseille,48.24401305312353,2.9960664960532157,Ligne A,1759801600683,19,6,3,22,43,712,80,35,55,74,8,7.044844733103963,0
46,Station-46,Lyon,48.473853094507284,2.918020909945987,Ligne C,1735735600684,16,1,11,51,51,575,87,32,67,80,17,0.49535883447212714,0
43,Station-43,Paris,48.90065131498051,2.997805817742929,Metro 1,1744912000684,5,6,2,60,95,481,69,14,73,57,33,7.488891034150985,0
40,Station-40,Paris,48.43433362911181,2.9626127261884445,Ligne A,1762984000685,14,6,11,41,88,521,13,5,73,88,13,3.6629671574141085,1
6,Station-6,Lyon,48.07645258961186,2.699843172388706,Ligne C,1758800800685,2,6,11,79,78,902,62,35,77,62,29,8.900148097568358,1
8,Station-8,Lyon,48.300023083625156,2.225046223904681,Ligne C,1747460800686,17,6,6,27,57,958,15,43,61,60,5,7.710496693257393,1
5,Station-5,Nice,48.945411591855546,2.252866228610116,Metro 1,1736149600686,3,6,6,26,50,706,31,24,75,79,25,8.92634223707673,1
8,Station-8,Paris,48.28598323074406,2.7439000503487265,Ligne A,1748436400686,7,2,1,32,76,861,17,63,62,95,23,8.816068814962478,0
