station_id,station_name,city,latitude,longitude,line,timestamp,hour,day_of_week,month,pm25,pm10,co2,no2,o3,noise,humidity,temperature,wind_speed,rain
36,Station-36,Paris,48.79881128050263,2.074925615619448,Ligne C,1740923200044,19,7,8,26,46,812,74,27,76,67,24,0.8119975071045626,1
38,Station-38,Nice,48.099951016812426,2.8447287485883592,Ligne A,1732027600645,1,2,1,55,35,586,60,54,56,71,19,1.474482526097991,0
35,Station-35,Paris,48.68811225146448,2.709285853297128,Metro 2,1748371600651,2,3,5,75,31,862,35,57,50,98,7,5.858919150583214,0
40,Station-40,Toulouse,48.75463653351146,2.5520069419032216,Ligne C,1734313600652,11,4,1,71,35,845,27,19,56,85,22,5.680236167503379,0
9,Station-9,Toulouse,48.74619579186692,2.453576695812939,Ligne A,1741884400653,6,7,6,46,85,856,66,40,62,66,10,9.867776706832135,1
3,Station-3,Nice,48.565036107107694,2.1664243084643022,Ligne C,1742827600654,13,1,2,22,42,582,32,38,70,62,19,5.483381731392606,1
15,Station-15,Marseille,48.445930649963536,2.8650176360430395,Ligne C,1740570400655,15,7,4,72,71,863,71,5,74,66,32,4.612766577760107,0
10,Station-10,Marseille,48.50422423429598,2.777033539194108,Ligne C,1734047200656,5,7,12,43,72,528,43,43,73,70,25,8.905897614605694,1
3,Station-3,Marseille,48.825264193243356,2.9391597246520877,Metro 2,1755467200657,8,4,9,56,70,881,33,58,66,63,13,6.799602008808864,0
39,Station-39,Nice,48.16411982845686,2.008576763725548,Ligne C,1747640800659,16,4,9,28,68,595,18,21,55,78,31,4.880284590600009,1
6,Station-6,Nice,48.375418148348594,2.9439905532392356,Ligne B,1740250000660,18,1,12,33,49,947,58,47,60,73,28,1.398302596938289,1
8,Station-8,Paris,48.04094725780829,2.873224735283998,Ligne B,1745218000661,5,2,4,69,43,850,28,38,51,79,6,3.496920364000019,0
23,Station-23,Paris,48.75233240057098,2.6070189434636295,Metro 2,1757407600663,12,3,5,26,38,584,24,24,69,53,10,5.239391199163833,0
12,Station-12,Nice,48.306552887107195,2.7840431203605798,Ligne C,1758552400663,9,2,3,46,98,862,10,24,63,61,11,2.0035329956562298,0
