station_id,station_name,city,latitude,longitude,line,timestamp,hour,day_of_week,month,pm25,pm10,co2,no2,o3,noise,humidity,temperature,wind_speed,rain
3,Station-3,Toulouse,48.195279019424305,2.974667212949781,Metro 1,1753832800050,11,2,1,66,84,591,83,45,58,66,22,1.9323986847638386,0
31,Station-31,Lyon,48.656351879915725,2.7545843203726696,Metro 2,1763419600646,18,4,1,71,63,948,81,16,58,62,11,2.5434254844236115,0
7,Station-7,Lyon,48.540610784082865,2.478408419475429,Ligne B,1737118000649,21,4,1,77,83,466,39,9,60,46,28,8.851338942097048,0
33,Station-33,Lyon,48.561574554750656,2.7219197864629985,Metro 1,1756568800652,10,3,12,57,72,774,47,58,56,85,15,0.24267181468498267,1
37,Station-37,Marseille,48.957936028860956,2.8732312374942635,Ligne C,1759549600655,8,2,12,63,31,432,24,41,73,90,34,7.031029434411692,0
0,Station-0,Nice,48.29795238338261,2.244404514888251,Metro 2,1735926400656,16,3,11,50,50,995,16,12,78,86,7,6.165152568746496,1
12,Station-12,Nice,48.525830320756256,2.5243885400271253,Metro 2,1733608000657,7,2,6,31,57,727,43,32,52,99,8,9.092166048570439,0
48,Station-48,Marseille,48.76910239318012,2.9051230401167514,Ligne C,1737845200658,23,6,6,44,58,876,13,63,62,53,32,6.662824358686883,0
21,Station-21,Marseille,48.50861202577331,2.5740557162479663,Ligne C,1756306000659,19,5,1,20,82,596,86,37,78,51,17,2.67012588071331,1
23,Station-23,Toulouse,48.33143598245479,2.7993946254363724,Metro 1,1754351200661,11,1,2,75,73,786,39,22,51,65,34,6.084623315251322,1
49,Station-49,Marseille,48.19264456797634,2.4086299512943152,Ligne A,1738140400662,17,5,4,59,43,666,12,39,76,64,5,6.192049610458018,1
29,Station-29,Marseille,48.78533873785189,2.658126640911288,Ligne B,1739771200662,17,5,10,46,96,419,77,10,65,93,24,6.343272221309936,1
4,Station-4,Marseille,48.817438950188254,2.469305664684817,Ligne B,1760712400663,2,3,5,32,34,500,74,23,75,94,24,7.614769684011393,0
31,Station-31,Marseille,48.58883828888967,2.2233475828823908,Metro 1,1745686000664,1,4,2,20,36,878,73,18,76,83,9,1.349306557131701,1
5,Station-5,Nice,48.074547303444945,2.5395945936327227,Ligne C,1755301600664,9,3,8,73,57,669,73,20,70,66,29,8.269703668735563,0
33,Station-33,Lyon,48.27106096871095,2.3311858196661457,Metro 2,1749642400665,14,4,12,22,64,722,84,26,74,51,22,5.771756054817599,0
4,Station-4,Paris,48.78843987588795,2.3963605713518747,Ligne C,1751320000666,0,1,2,72,68,480,73,36,56,90,25,0.7528504237379829,1
4,Station-4,Toulouse,48.98106114945191,2.8072985723185786,Metro 2,1762012000669,13,2,1,56,51,421,56,28,61,87,31,7.288975883460052,1
11,Station-11,Toulouse,48.00711412200255,2.0550314581617686,Metro 2,1743097600670,0,2,4,29,76,627,10,29,76,88,6,6.378295425174229,0
32,Station-32,Nice,48.78814929000889,2.0301901113258536,Ligne C,1741841200671,8,4,6,53,47,617,17,27,71,92,32,2.2175608189416507,1
5,Station-5,Paris,48.28324547931112,2.9794544430503005,Metro 2,1736585200672,11,3,1,42,42,877,26,64,62,71,25,8.684453469536324,0
46,Station-46,Nice,48.454977605631214,2.492324683419602,Metro 1,1734446800672,20,2,6,26,90,564,37,13,57,87,21,2.8198218066549186,0
28,Station-28,Toulouse,48.9625001913993,2.656653794420865,Ligne A,1758757600673,12,4,4,25,82,496,40,14,51,71,17,2.867586728058037,0
12,Station-12,Toulouse,48.82578850606239,2.141400563849222,Metro 2,1745675200674,11,2,5,39,75,999,34,55,64,74,11,6.204301199904451,0
25,Station-25,Paris,48.060101026934795,2.111499975158236,Metro 2,1750200400675,11,3,9,48,94,957,24,19,70,90,14,9.495038690900286,1
10,Station-10,Paris,48.97268706695941,2.3705571697045302,Ligne B,1738702000684,12,3,8,45,94,765,34,60,78,41,21,8.356943305045819,0
43,Station-43,Lyon,48.86127004287775,2.750474768056873,Metro 2,1737787600685,5,1,6,77,69,578,64,33,71,76,29,0.4339725296511521,0
44,Station-44,Marseille,48.07290835475332,2.6609824716401556,Ligne C,1750754800685,2,6,4,73,54,826,14,59,68,50,7,3.112630612520495,1
4,Station-4,Nice,48.75774528365857,2.1971311513850864,Ligne B,1761785200686,20,4,6,54,81,667,29,11,67,95,17,5.017001987297638,1
1,Station-1,Paris,48.46306850309371,2.6914569173247203,Ligne B,1733273200686,18,6,5,56,73,637,11,48,50,60,32,6.7650470971264465,1
27,Station-27,Paris,48.41350673308386,2.1835262597217238,Metro 2,1743554800686,1,6,7,39,71,468,58,9,56,64,12,5.9937044991555055,1
22,Station-22,Nice,48.128796832473306,2.525465407367169,Ligne A,1741956400687,11,5,9,79,61,914,16,32,59,66,18,1.9663187016000072,1
8,Station-8,Nice,48.658418899775484,2.6346278559765985,Ligne C,1758624400688,23,7,8,60,45,821,37,33,50,80,7,0.4412694217343982,1
40,Station-40,Paris,48.394916985928866,2.6239298360236973,Metro 1,1733474800688,14,3,2,51,65,942,57,62,56,95,19,3.398695718729261,0
49,Station-49,Paris,48.441883823055115,2.5427052837881012,Metro 2,1751507200688,3,7,6,53,68,677,74,8,64,70,15,2.8713465200913157,0
13,Station-13,Toulouse,48.904217327025826,2.2625922361490556,Metro 1,1744926400688,10,7,1,41,50,506,10,14,66,65,33,8.452736784269334,0
38,Station-38,Toulouse,48.65985314550814,2.7299684510863687,Metro 1,1736128000689,20,4,11,28,32,414,11,20,59,58,9,9.662096802893757,0
48,Station-48,Nice,48.90164545922209,2.72231168042206,Metro 1,1738637200689,21,5,5,75,31,836,87,18,65,51,9,2.7159259439943395,1
21,Station-21,Marseille,48.641467798243134,2.876046272485185,Metro 2,1734425200690,13,2,1,24,47,538,79,58,57,91,16,1.2602884413132998,0
34,Station-34,Marseille,48.73764668154837,2.1920278068098127,Ligne A,1758088000691,12,6,7,32,65,942,26,39,55,76,6,9.740161413519298,0
21,Station-21,Marseille,48.571422624551204,2.902177374046796,Ligne A,1760093200691,14,6,4,54,60,780,20,6,76,59,20,5.168287950213244,1
15,Station-15,Lyon,48.146342121426095,2.4575901441353776,Ligne A,1752014800692,2,7,7,68,65,877,10,31,56,59,27,6.667669778668732,0
15,Station-15,Paris,48.82111510858959,2.227907796138829,Ligne C,1739263600692,8,4,12,73,52,544,87,5,57,65,29,8.87996507904201,0
22,Station-22,Lyon,48.618031837834835,2.6621869771995073,Metro 2,1743828400692,9,6,6,45,57,946,21,12,55,62,20,4.572712008150939,0
8,Station-8,Lyon,48.28613037797203,2.6506610455765425,Ligne C,1743313600692,15,3,3,24,81,599,70,59,58,67,27,4.626975265496633,1
14,Station-14,Toulouse,48.95560717192274,2.2014471714603836,Ligne B,1748407600693,6,5,4,23,43,953,71,53,51,88,20,2.8594916421187233,1
42,Station-42,Marseille,48.538462045629686,2.3381334488832133,Ligne B,1749818800693,15,1,12,58,83,762,32,23,53,95,24,2.6726896091697805,0
21,Station-21,Lyon,48.50087268504313,2.9105669027319623,Metro 2,1734936400693,8,6,5,52,81,871,76,25,72,69,23,8.641698217578206,1
7,Station-7,Nice,48.694145299215855,2.2492877844664316,Ligne C,1753858000694,19,4,12,66,68,911,23,49,76,83,28,9.202635537519964,1
1,Station-1,Nice,48.52083603053677,2.6399432300686607,Ligne C,1748450800694,9,5,2,74,32,911,60,35,63,78,21,2.94712991665346,0
3,Station-3,Nice,48.07467994791251,2.168701755717143,Ligne A,1750207600694,17,3,7,28,42,429,18,6,76,56,5,0.3817828285544733,1
43,Station-43,Toulouse,48.15522716544787,2.054134369093262,Ligne B,1759873600694,4,4,10,35,88,680,49,20,50,47,17,5.776840830762633,1
28,Station-28,Nice,48.95562671617432,2.806267467008721,Ligne A,1738514800694,14,5,3,59,47,950,18,59,78,79,15,9.04832680791682,1
38,Station-38,Lyon,48.91472018149538,2.8653320859055222,Metro 1,1741733200695,4,5,12,37,61,628,21,22,59,74,29,1.0571420070324766,0
23,Station-23,Lyon,48.9110289874439,2.7619706126281685,Ligne C,1759124800695,0,5,4,40,77,874,50,36,55,70,10,0.3649289453393434,1
41,Station-41,Nice,48.037328764517156,2.315143844283957,Metro 2,1762652800695,9,2,5,31,84,831,37,57,71,98,24,3.5507662819441377,1
18,Station-18,Nice,48.60200732905379,2.499083595883241,Ligne A,1760111200696,6,5,11,62,92,680,74,64,75,97,13,0.7445816688560558,1
29,Station-29,Nice,48.65296137499418,2.7785753725303546,Metro 1,1748497600696,23,2,2,53,66,762,47,39,51,73,28,8.678251244650685,0
11,Station-11,Nice,48.92376120502552,2.483025156009741,Ligne C,1747252000696,4,7,2,39,36,401,71,61,69,64,34,3.593776863982421,0
22,Station-22,Toulouse,48.09069917454859,2.4331564171866646,Ligne B,1748231200696,23,3,5,44,33,763,64,16,72,90,16,6.218054607224851,1
40,Station-40,Marseille,48.93959170952078,2.0496106881484453,Metro 2,1759333600697,6,7,2,35,41,698,79,15,67,57,22,0.8331830619509661,1
33,Station-33,Paris,48.52746464672691,2.8136736522418238,Metro 1,1737146800699,4,2,6,41,55,588,78,55,54,80,25,8.374718760133803,1
48,Station-48,Marseille,48.245547537870124,2.547888360331397,Metro 2,1744487200699,14,5,3,38,68,472,83,27,57,77,18,9.796377073787905,0
22,Station-22,Marseille,48.95929385874277,2.165519277683111,Metro 1,1743824800700,2,2,1,72,95,434,88,6,72,55,29,7.097559194100333,0
4,Station-4,Marseille,48.36912833197462,2.260825769432389,Ligne C,1732423600700,7,4,3,71,47,656,52,11,66,98,8,3.426851404619354,0
40,Station-40,Nice,48.30747079313759,2.212733415316068,Ligne B,1751759200700,23,6,5,39,52,567,15,21,62,66,32,6.786889587180191,0
8,Station-8,Toulouse,48.502885337588445,2.0541841724869503,Ligne C,1733816800701,21,6,2,23,42,907,40,53,73,40,6,3.8859970907919306,1
41,Station-41,Nice,48.60524464399052,2.972496979867164,Metro 2,1736027200701,11,5,9,44,33,605,61,35,60,51,19,4.067417801831002,0
6,Station-6,Marseille,48.58823200842661,2.957129559736168,Ligne C,1750877200701,3,7,5,59,42,525,61,35,77,50,34,7.653250198299726,0
46,Station-46,Marseille,48.643672365678455,2.587929518975739,Metro 1,1760424400702,1,6,5,38,31,974,39,50,53,50,19,7.728595077958255,0
48,Station-48,Paris,48.71532203595708,2.331807348140136,Metro 2,1746827200702,10,2,2,45,70,921,32,64,59,77,21,9.118232041582244,1
19,Station-19,Paris,48.2454401410927,2.3665183942783057,Ligne A,1760658400702,15,6,8,59,30,880,22,15,65,87,28,8.014201190753651,1
3,Station-3,Toulouse,48.7440269477254,2.0634493152351814,Ligne A,1737132400703,14,1,7,30,69,855,15,61,76,54,6,9.537666606233945,0
24,Station-24,Marseille,48.49329854323877,2.639361950232554,Ligne A,1759182400703,12,4,7,20,87,425,85,43,64,74,27,2.8006017811823734,1
46,Station-46,Lyon,48.70313352611339,2.4354436776071977,Ligne C,1751960800703,22,3,10,57,65,496,58,15,69,42,30,0.7024069220287865,0
43,Station-43,Marseille,48.61649197026272,2.5562483843277604,Metro 2,1741646800704,1,1,2,25,75,952,69,42,63,48,21,2.749257827768142,1
6,Station-6,Lyon,48.87647493718406,2.3069637933948792,Metro 2,1738428400704,5,6,6,30,39,919,65,6,59,48,11,7.542498242965099,1
6,Station-6,Paris,48.682636255167616,2.5856153558842085,Ligne B,1759132000704,16,3,5,41,46,957,62,35,68,76,16,4.587241964132063,0
27,Station-27,Paris,48.341733098928884,2.502980705183465,Ligne A,1760676400705,22,3,10,29,51,599,46,34,64,43,17,6.084689025572237,0
6,Station-6,Paris,48.2760446787715,2.3195715870346634,Ligne B,1755985600705,0,5,1,77,54,550,33,64,66,43,26,8.8781905170552,0
11,Station-11,Nice,48.13758972593834,2.30621276112703,Ligne B,1741477600705,17,6,8,22,56,781,34,28,77,53,11,2.2375184603245337,0
28,Station-28,Paris,48.54177150035847,2.0613379050432976,Ligne A,1752205600706,11,5,10,70,61,853,15,46,54,77,15,0.5882237132632961,1
2,Station-2,Marseille,48.80128651253332,2.295883692348248,Metro 2,1754333200706,15,1,6,67,68,518,34,13,76,76,22,3.338031640071363,0
