station_id,station_name,city,latitude,longitude,line,timestamp,hour,day_of_week,month,pm25,pm10,co2,no2,o3,noise,humidity,temperature,wind_speed,rain
48,Station-48,Toulouse,48.88430546851662,2.4141652386116155,Metro 1,1755960400043,3,1,2,25,35,429,52,26,66,49,5,1.4545928875799108,0
38,Station-38,Nice,48.39358639263543,2.1470907091830145,Ligne B,1753368400644,17,1,7,64,85,535,79,7,61,89,29,6.081201758443355,1
30,Station-30,Toulouse,48.2418272185321,2.4736544019027926,Ligne A,1758836800644,17,1,5,64,80,914,51,12,69,66,30,3.639279004549816,0
43,Station-43,Lyon,48.30808628640197,2.0938067213280442,Metro 1,1741052800649,12,5,5,69,57,615,51,61,52,48,17,2.8915323350256203,1
7,Station-7,Nice,48.72023217698226,2.19300482876387,Ligne A,1741423600656,7,2,1,74,87,541,36,13,60,41,6,3.359071301868827,0
13,Station-13,Nice,48.580975252723896,2.3570927447172374,Metro 2,1743101200657,18,3,1,20,30,903,13,33,65,64,12,5.089489349771378,0
45,Station-45,Marseille,48.52066815419591,2.022431009136415,Ligne B,1736912800658,12,3,8,73,31,415,81,52,69,66,28,0.40227718797408274,1
32,Station-32,Lyon,48.309102983545785,2.6928866851123825,Metro 2,1762516000659,2,2,7,20,40,626,76,26,53,49,25,3.5708319909586694,1
15,Station-15,Toulouse,48.34782591434517,2.525469250857717,Metro 1,1737121600659,8,4,4,53,55,447,78,29,57,79,30,8.090829586364503,0
22,Station-22,Paris,48.176350373636836,2.0984145416524926,Ligne C,1736477200661,23,7,6,29,51,575,20,19,78,73,20,1.6420553009077443,0
23,Station-23,Toulouse,48.85411374434142,2.476410166796864,Ligne B,1753177600662,23,5,10,30,43,565,66,34,76,78,33,8.529810844359018,1
46,Station-46,Paris,48.34087303804673,2.695408627569196,Metro 2,1741877200662,10,6,7,65,79,881,60,22,61,99,16,1.8642655752752857,0
21,Station-21,Paris,48.67387893875884,2.2931952516636116,Ligne A,1738000000663,17,5,4,44,32,647,28,26,62,86,27,5.2948923313833856,1
30,Station-30,Lyon,48.25590919609203,2.02753710711819,Ligne B,1757209600664,4,6,5,49,78,606,54,47,76,69,12,0.6068624089466512,0
8,Station-8,Paris,48.02135528258766,2.8231145311540304,Ligne A,1746028000664,2,2,8,30,65,802,34,51,78,53,19,4.306560351927907,1
31,Station-31,Paris,48.85496085576648,2.0454568886182214,Metro 1,1743770800665,17,3,7,30,44,975,68,59,64,47,7,7.346289612626077,1
17,Station-17,Paris,48.55619969132124,2.933649143080685,Ligne B,1733406400666,2,2,6,55,30,651,85,24,76,65,9,3.863670891522549,1
36,Station-36,Toulouse,48.74830568992327,2.4502454274327468,Ligne B,1760687200667,11,2,12,71,44,660,31,5,51,75,23,2.9634604843133525,0
34,Station-34,Paris,48.06694517500474,2.920672651618812,Ligne A,1746823600668,11,7,4,50,35,966,19,35,53,99,28,3.8594766458839382,0
34,Station-34,Marseille,48.53456133769929,2.3900111382951903,Ligne C,1752878800668,11,5,8,40,98,734,31,13,73,99,22,4.698272654351373,0
11,Station-11,Nice,48.051056757786334,2.81161186421585,Metro 1,1743209200669,0,1,5,26,95,832,63,48,61,67,6,9.520363427817779,1
7,Station-7,Nice,48.36118463202708,2.2248537839834994,Ligne C,1753667200670,6,7,2,56,39,995,60,13,51,64,13,4.187065843035452,0
35,Station-35,Toulouse,48.619957414006734,2.5614309626618224,Ligne C,1736624800670,20,3,5,47,30,784,31,21,56,79,12,1.4987987519779444,0
38,Station-38,Nice,48.89012102485657,2.8945079553867363,Metro 2,1758829600671,10,2,12,40,33,787,84,42,68,89,20,4.5881868268316115,1
31,Station-31,Toulouse,48.32746283435683,2.8228064698017037,Metro 2,1756759600672,18,6,5,39,72,953,77,64,77,65,20,0.11894211307569513,1
27,Station-27,Marseille,48.46193485891009,2.1522112535842126,Metro 1,1754495200672,8,2,3,74,46,492,47,16,62,52,18,7.437015087224877,1
0,Station-0,Paris,48.315481791953886,2.628740175181819,Metro 1,1732175200673,15,4,11,79,48,938,81,52,52,81,22,8.19760860306481,1
49,Station-49,Nice,48.64182524657793,2.843855758918503,Ligne A,1739393200674,18,2,1,50,93,465,69,40,65,51,30,0.6145269775978657,0
5,Station-5,Toulouse,48.22797185193435,2.0484929074579243,Metro 2,1760248000675,17,3,6,30,86,824,18,38,64,97,10,1.2737481963603314,1
45,Station-45,Toulouse,48.06954618656871,2.1547678554274388,Ligne C,1759603600676,17,2,8,22,70,979,60,11,53,69,22,9.933175211235017,1
42,Station-42,Paris,48.41818430373355,2.1223641723192257,Metro 2,1752486400676,11,6,2,50,69,897,61,7,75,51,19,3.1874798150722605,0
4,Station-4,Paris,48.376358712600336,2.6092300965023414,Ligne A,1762775200677,23,7,7,49,81,652,87,19,63,44,25,0.8520355775555932,0
21,Station-21,Nice,48.55246101653724,2.4803132306692577,Metro 2,1736632000677,17,6,4,57,83,990,31,11,76,58,7,2.0333582395870007,0
37,Station-37,Toulouse,48.141706961118366,2.3772645518893656,Metro 1,1761785200678,10,5,9,71,88,591,67,45,52,72,22,7.279393494675618,1
19,Station-19,Marseille,48.41521164259923,2.848172645666394,Metro 1,1752695200679,17,6,2,62,40,636,56,36,50,80,8,2.683672051751355,1
5,Station-5,Nice,48.27428194517676,2.5846963892680943,Ligne B,1755697600679,1,7,10,61,75,841,27,9,77,77,31,7.1413504812181525,0
18,Station-18,Marseille,48.742293430142354,2.337668360399473,Metro 2,1755100000680,8,1,12,22,53,848,14,52,55,64,32,8.067342710212374,0
44,Station-44,Nice,48.57346491980069,2.726000563934687,Ligne C,1759070800680,18,5,8,69,31,567,69,61,63,45,22,8.781989709605629,0
33,Station-33,Lyon,48.11590393814856,2.167399351842527,Ligne C,1747234000681,16,4,2,70,57,862,77,44,69,86,27,5.034581686810034,1
3,Station-3,Toulouse,48.396731082576416,2.061158440309803,Ligne C,1762602400681,5,5,4,68,67,523,76,62,62,68,19,7.999849725841416,0
47,Station-47,Nice,48.80194303342375,2.6591700219771397,Metro 2,1740613600682,1,7,6,51,66,925,30,5,67,79,30,2.0481316036921218,1
27,Station-27,Paris,48.37023935959233,2.763906427493642,Ligne A,1751424400682,14,5,3,72,76,827,33,21,75,57,10,7.673669653505359,0
30,Station-30,Nice,48.119920531905265,2.0432576343142994,Ligne A,1744645600683,6,1,5,33,68,959,78,55,68,89,32,1.1517546708893978,1
8,Station-8,Nice,48.00090251058779,2.6818744835319173,Metro 1,1736855200683,7,2,2,69,99,756,74,35,58,50,28,6.6442665873683,0
